DataKey,Date,Length,week,Comments,GeneticSex,AssignType,Adipose,GenPBT_Rgroup,Stock,BY,Basin,GenStock,GenStockProb,Big,Month,GenPa,GenMa
OmyZON623S_0340,44818,640,2,,F,PBT,AD,2019-LYON-WALL-CottonWoodGR/LyonsFerry/Touchet-WA,Wallowa-WA,2019,Snake,MGILCS,0.998157106,Small,9,OmyWALL19S_0692,OmyWALL19S_0682
OmyZON623S_0341,44818,640,2,,M,GSI,AD,Unassigned,UPSALM,,Snake,UPSALM,0.443941104,Small,9,NA,NA
OmyZON623S_0342,44818,590,2,,M,PBT,AD,2020-NIAG-PAHS-PahsimeroiR-AdClip,Pahsimeroi,2020,Snake,UPSALM,0.933501743,Small,9,OmyPAHH20S_0392,OmyPAHH20S_0992
OmyZON623S_0343,44818,800,2,,M,PBT,AD,Wells2019,Wells,2019,Up-C,MGILCS,0.825101344,Large,9,OmyWellsPBT19-0178,OmyWellsPBT19-0240
OmyZON623S_0344,44818,840,2,,M,PBT,AD,2019-DWOR-DWOR-ClearCr-AdClip,Dwor-C,2019,Snake,SFCLWR,0.999999391,Large,9,OmyDWOR19S_0525,OmyDWOR19S_0286
OmyZON623S_0346,44818,700,2,,M,PBT,AD,2019-IRRI-WALL-WallowaR,Wallowa-OR,2019,Snake,MGILCS,0.94888503,Small,9,OmyWALL19S_0022,OmyWALL19S_0003
OmyZON623S_0347,44818,580,2,,M,PBT,AD,2020-DWOR-DWOR-NFClearwaterR-AdClip,Dwor-C,2020,Snake,SFCLWR,0.832091709,Small,9,OmyDWOR20S_0222,OmyDWOR20S_1121
OmyZON623S_0348,44818,810,2,,M,PBT,AD,2019-CLWH-SFCR-MeadowCr-AdClip,SF Clearwater,2019,Snake,SFCLWR,0.999986146,Large,9,OmyDWOR19S_1036,OmyDWOR19S_1228
OmyZON623S_0349,44818,700,2,,M,PBT,AD,2019-IRRI-WALL-WallowaR,Wallowa-OR,2019,Snake,MGILCS,0.948601346,Small,9,OmyWALL19S_0213,OmyWALL19S_0200
OmyZON623S_0350,44818,550,2,,M,PBT,AD,2020-NIAG-PAHS-LittleSalmonR-AdClip,Pahsimeroi,2020,Snake,MGILCS,0.718294875,Small,9,OmyPAHH20S_0125,OmyPAHH20S_0725
OmyZON623S_0351,44818,910,2,,M,PBT,AD,2019-DWOR-DWOR-NFClearwaterR-AdClip,Dwor-C,2019,Snake,SFCLWR,0.964220638,Large,9,OmyDWOR19S_0528,OmyDWOR19S_0289
OmyZON623S_0352,44818,890,2,,M,PBT,AD,2019-DWOR-DWOR-NFClearwaterR-AdClip,Dwor-C,2019,Snake,SFCLWR,0.99870808,Large,9,OmyDWOR19S_0171,OmyDWOR19S_0028
OmyZON623S_0353,44818,630,2,,F,PBT,AD,2019-IRRI-WALL-WallowaR,Wallowa-OR,2019,Snake,MGILCS,0.993880479,Small,9,OmyWALL19S_0268,OmyWALL19S_0262
OmyZON623S_0354,44818,930,2,,M,PBT,AD,2019-DWOR-DWOR-ClearCr-AdClip,Dwor-C,2019,Snake,SFCLWR,0.968701475,Large,9,OmyDWOR19S_0384,OmyDWOR19S_0249
OmyZON623S_0355,44818,705,2,,M,PBT,AD,2019-IRRI-WALL-WallowaR,Wallowa-OR,2019,Snake,MGILCS,0.957932499,Small,9,OmyWALL19S_0448,OmyWALL19S_0452
OmyZON623S_0356,44818,540,2,,M,PBT,AD,Umatilla2020,Umatilla,2020,Mid-C,MGILCS,0.996028655,Small,9,OmyUmaPBT20-0027,OmyUmaPBT20-0057
OmyZON623S_0358,44818,700,2,,F,PBT,AD,Winthrop2018,Winthrop,2018,Up-C,MGILCS,0.909403999,Small,9,OmyPBT18-WinthropNFH-0097,OmyPBT18-WinthropNFH-0028
OmyZON623S_0359,44818,860,2,,F,PBT,AD,2019-CLWH-SFCR-MeadowCr-NoClip,SF Clearwater,2019,Snake,SFCLWR,0.999854279,Large,9,OmyDWOR19S_1100,OmyDWOR19S_1291
OmyZON623S_0362,44818,900,2,,M,PBT,AD,2019-DWOR-DWOR-ClearCr-AdClip,Dwor-C,2019,Snake,SFCLWR,0.999999143,Large,9,OmyDWOR19S_0373,OmyDWOR19S_0237
OmyZON623S_0363,44818,690,2,,M,PBT,AD,2019-LYON-WALL-CottonWoodGR/LyonsFerry/Touchet-WA,Wallowa-WA,2019,Snake,MGILCS,0.930540281,Small,9,OmyWALL19S_0689,OmyWALL19S_0652
OmyZON623S_0365,44818,840,2,,F,PBT,AD,2019-DWOR-DWOR-NFClearwaterR-AdClip,Dwor-C,2019,Snake,SFCLWR,0.982324404,Large,9,OmyDWOR19S_0865,OmyDWOR19S_0946
OmyZON623S_0366,44818,840,2,,M,PBT,AD,2019-DWOR-DWOR-NFClearwaterR-AdClip,Dwor-C,2019,Snake,SFCLWR,0.999781217,Large,9,OmyDWOR19S_0391,OmyDWOR19S_0261
OmyZON623S_0367,44818,780,2,,F,PBT,AD,2019-DWOR-DWOR-NFClearwaterR-AdClip,Dwor-C,2019,Snake,SFCLWR,0.999599849,Large,9,OmyDWOR19S_0138,OmyDWOR19S_0038
OmyZON623S_0431,44818,860,2,,M,PBT,AD,2019-DWOR-DWOR-NFClearwaterR-AdClip,Dwor-C,2019,Snake,SFCLWR,0.999861637,Large,9,OmyDWOR19S_0337,OmyDWOR19S_0208
OmyZON623S_0432,44818,540,2,,M,PBT,AD,2020-IRRI-IMNA-Imnaha,Imnaha,2020,Snake,MGILCS,0.920999027,Small,9,OmyLSCR20S_0062,OmyLSCR20S_0038
OmyZON623S_0433,44818,890,2,,M,PBT,AD,2019-DWOR-DWOR-NFClearwaterR-AdClip,Dwor-C,2019,Snake,SFCLWR,0.999849926,Large,9,OmyDWOR19S_0753,OmyDWOR19S_0486
OmyCOLU23S_0754,44818,840,2,This individual failed to genotype,,Fail,AD,,,,,,,Large,9,NG,NG
OmyCOLU23S_0272,44819,720,2,,M,PBT,AD,2019-NIAG-OXBO-LittleSalmonR-AdClip,Oxbow,2019,Snake,UPSALM,0.665122794,Small,9,OmyOXBO19S_0024,OmyOXBO19S_0324
OmyCOLU23S_0273,44819,880,2,,M,PBT,AD,2019-CLWH-SFCR-MeadowCr-AdClip,SF Clearwater,2019,Snake,SFCLWR,0.999999375,Large,9,OmyDWOR19S_1044,OmyDWOR19S_1241
OmyCOLU23S_0274,44819,885,2,,M,PBT,AD,2019-DWOR-DWOR-RedHouse-AdClip,Dwor-C,2019,Snake,SFCLWR,0.99999803,Large,9,OmyDWOR19S_0780,OmyDWOR19S_1362
OmyCOLU23S_0275,44819,820,2,,F,PBT,AD,2019-CLWH-SFCR-RedHouse-AdClip,SF Clearwater,2019,Snake,SFCLWR,0.979653149,Large,9,OmyDWOR19S_1130,OmyDWOR19S_1304
OmyCOLU23S_0276,44819,920,2,,M,PBT,AD,2019-DWOR-DWOR-ClearCr-AdClip,Dwor-C,2019,Snake,SFCLWR,0.712869078,Large,9,OmyDWOR19S_0355,OmyDWOR19S_0227
OmyCOLU23S_0277,44819,725,2,,F,PBT,AD,2019-NIAG-OXBO-SnakeR-HellsCanyon-AdClip,Oxbow,2019,Snake,MGILCS,0.763367261,Small,9,OmyOXBO19S_0113,OmyOXBO19S_0413
OmyCOLU23S_0278,44819,670,2,,F,PBT,AD,2019-IRRI-WALL-WallowaR,Wallowa-OR,2019,Snake,MGILCS,0.911622783,Small,9,OmyWALL19S_0221,OmyWALL19S_0204
OmyCOLU23S_0280,44819,735,2,,M,GSI,AD,Unassigned,MGILCS,,MGILCS,MGILCS,0.729050704,Small,9,NA,NA
OmyCOLU23S_0281,44819,860,2,,M,PBT,AD,2019-DWOR-DWOR-NFClearwaterR-AdClip,Dwor-C,2019,Snake,SFCLWR,0.999713114,Large,9,OmyDWOR19S_0149,OmyDWOR19S_0011
OmyCOLU23S_0688,44819,850,2,,F,PBT,AD,2019-CLWH-SFCR-MeadowCr-AdClip,SF Clearwater,2019,Snake,SFCLWR,0.99999999,Large,9,OmyDWOR19S_1039,OmyDWOR19S_1240
OmyCOLU23S_0689,44819,850,2,,F,PBT,AD,2019-DWOR-DWOR-RedHouse-AdClip,Dwor-C,2019,Snake,SFCLWR,0.999997761,Large,9,OmyDWOR19S_0719,OmyDWOR19S_0466
OmyCOLU23S_0690,44819,775,2,,F,PBT,AD,2019-DWOR-DWOR-NFClearwaterR-AdClip,Dwor-C,2019,Snake,SFCLWR,0.999994916,Small,9,OmyDWOR19S_0342,OmyDWOR19S_0213
OmyCOLU23S_0704,44819,825,2,,M,PBT,AD,2019-DWOR-DWOR-RedHouse-AdClip,Dwor-C,2019,Snake,SFCLWR,0.999998688,Large,9,OmyDWOR19S_0785,OmyDWOR19S_0490
OmyCOLU23S_0705,44819,770,2,,F,PBT,AD,2019-NIAG-PAHS-PahsimeroiR-AdClip,Pahsimeroi,2019,Snake,MGILCS,0.792257319,Small,9,OmyPAHH19S_0321,OmyPAHH19S_0921
OmyZON623S_0108,44819,700,2,,M,PBT,AD,2019-LYON-WALL-CottonWoodGR/LyonsFerry/Touchet-WA,Wallowa-WA,2019,Snake,MGILCS,0.969307553,Small,9,OmyWALL19S_0698,OmyWALL19S_0683
OmyZON623S_0271,44819,870,2,,M,PBT,AD,2019-CLWH-SFCR-MeadowCr-AdClip,SF Clearwater,2019,Snake,SFCLWR,0.950502595,Large,9,OmyDWOR19S_1029,OmyDWOR19S_1238
OmyZON623S_0273,44819,765,2,,M,PBT,AD,Wells2019,Wells,2019,Up-C,MGILCS,0.781932233,Small,9,OmyWellsPBT19-0182,OmyWellsPBT19-0247
OmyZON623S_0276,44819,760,2,,F,PBT,AD,2019-DWOR-DWOR-ClearCr-AdClip,Dwor-C,2019,Snake,SFCLWR,0.993017019,Small,9,OmyDWOR19S_0600,OmyDWOR19S_0435
OmyZON623S_0278,44819,870,2,,M,PBT,AD,2019-DWOR-DWOR-NFClearwaterR-AdClip,Dwor-C,2019,Snake,SFCLWR,0.999997425,Large,9,OmyDWOR19S_0127,OmyDWOR19S_0027
OmyZON623S_0279,44819,670,2,,F,PBT,AD,2019-NIAG-PAHS-PahsimeroiR-AdClip,Pahsimeroi,2019,Snake,MGILCS,0.540347041,Small,9,OmyPAHH19S_0300,OmyPAHH19S_0900
OmyZON623S_0280,44819,830,2,,M,PBT,AD,2019-CLWH-SFCR-MeadowCr-AdClip,SF Clearwater,2019,Snake,SFCLWR,0.999993,Large,9,OmyDWOR19S_1039,OmyDWOR19S_1240
OmyZON623S_0282,44819,870,2,,M,GSI,AD,Unassigned,SFCLWR,,Snake,SFCLWR,0.999998942,Large,9,NA,NA
OmyZON623S_0283,44819,540,2,,M,PBT,AD,2020-HNFH-SAWT-SawtoothFH-AdClip,Sawtooth,2020,Snake,UPSALM,0.99951125,Small,9,OmySAWT20S_0031,OmySAWT20S_0531
OmyZON623S_0284,44819,790,2,,F,PBT,AD,2019-DWOR-DWOR-ClearCr-AdClip,Dwor-C,2019,Snake,SFCLWR,0.840160757,Large,9,OmyDWOR19S_0356,OmyDWOR19S_0226
OmyZON623S_0285,44819,760,2,,M,GSI,AD,Unassigned,UPSALM,,Snake,UPSALM,0.952881191,Small,9,NA,NA
OmyZON623S_0286,44819,780,2,,M,PBT,AD,2019-NIAG-OXBO-SnakeR-HellsCanyon-AdClip,Oxbow,2019,Snake,UPSALM,0.934275784,Large,9,OmyOXBO19S_0213,OmyOXBO19S_0513
OmyZON623S_0471,44819,840,2,,F,PBT,AD,2019-DWOR-DWOR-NFClearwaterR-AdClip,Dwor-C,2019,Snake,SFCLWR,0.913932445,Large,9,OmyDWOR19S_0341,OmyDWOR19S_0212
OmyZON623S_0472,44819,830,2,,F,PBT,AD,2019-CLWH-SFCR-RedHouse-AdClip,SF Clearwater,2019,Snake,SFCLWR,0.999961219,Large,9,OmyDWOR19S_1136,OmyDWOR19S_1325
OmyZON623S_0473,44819,680,2,,F,PBT,AD,2019-NIAG-OXBO-LittleSalmonR-AdClip,Oxbow,2019,Snake,MGILCS,0.586394942,Small,9,OmyOXBO19S_0023,OmyOXBO19S_0323
OmyZON623S_0475,44819,580,2,,M,PBT,AD,2020-HNFH-SAWT-SawtoothFH-AdClip,Sawtooth,2020,Snake,UPSALM,0.998888895,Small,9,OmySAWT20S_0011,OmySAWT20S_0511
OmyZON623S_0476,44819,740,2,,M,PBT,AD,2019-NIAG-OXBO-SnakeR-HellsCanyon-AdClip,Oxbow,2019,Snake,UPSALM,0.993846683,Small,9,OmyOXBO19S_0091,OmyOXBO19S_0391
OmyZON623S_0477,44819,825,2,,F,PBT,AD,2019-CLWH-SFCR-RedHouse-AdClip,SF Clearwater,2019,Snake,SFCLWR,0.985387053,Large,9,OmyDWOR19S_1164,OmyDWOR19S_1336
OmyZON623S_0478,44819,875,2,,F,PBT,AD,2019-DWOR-DWOR-NFClearwaterR-AdClip,Dwor-C,2019,Snake,UPCLWR,0.790472675,Large,9,OmyDWOR19S_0117,OmyDWOR19S_0017
OmyZON623S_0479,44819,895,2,,M,PBT,AD,2019-CLWH-SFCR-RedHouse-AdClip,SF Clearwater,2019,Snake,SFCLWR,0.999841298,Large,9,OmyDWOR19S_0855,OmyDWOR19S_0939
OmyZON623S_0480,44819,810,2,,F,PBT,AD,2019-DWOR-DWOR-NFClearwaterR-AdClip,Dwor-C,2019,Snake,SFCLWR,0.998247742,Large,9,OmyDWOR19S_0562,OmyDWOR19S_0429
OmyZON623S_0481,44819,900,2,,M,PBT,AD,2019-DWOR-DWOR-NFClearwaterR-AdClip,Dwor-C,2019,Snake,SFCLWR,0.999988364,Large,9,OmyDWOR19S_0149,OmyDWOR19S_0011
OmyZON623S_0482,44819,900,2,,M,PBT,AD,2019-DWOR-DWOR-NFClearwaterR-AdClip,Dwor-C,2019,Snake,SFCLWR,0.999984409,Large,9,OmyDWOR19S_0549,OmyDWOR19S_0418
OmyZON623S_0485,44819,790,2,,F,PBT,AD,2019-DWOR-DWOR-NFClearwaterR-AdClip,Dwor-C,2019,Snake,SFCLWR,0.999418533,Large,9,OmyDWOR19S_0563,OmyDWOR19S_0429
OmyZON623S_0486,44819,860,2,,M,PBT,AD,2019-DWOR-DWOR-NFClearwaterR-AdClip,Dwor-C,2019,Snake,SFCLWR,0.999988585,Large,9,OmyDWOR19S_0400,OmyDWOR19S_0271
OmyZON623S_0487,44819,825,2,,M,PBT,AD,2019-DWOR-DWOR-NFClearwaterR-AdClip,Dwor-C,2019,Snake,SFCLWR,0.999979237,Large,9,OmyDWOR19S_0140,OmyDWOR19S_0039
OmyZON623S_0488,44819,870,2,,F,PBT,AD,2019-DWOR-DWOR-ClearCr-AdClip,Dwor-C,2019,Snake,SFCLWR,0.999954589,Large,9,OmyDWOR19S_0374,OmyDWOR19S_0238
OmyZON623S_0489,44819,935,2,,M,PBT,AD,2019-DWOR-DWOR-NFClearwaterR-AdClip,Dwor-C,2019,Snake,SFCLWR,0.999998108,Large,9,OmyDWOR19S_0115,OmyDWOR19S_0015
OmyZON623S_0490,44819,880,2,,M,PBT,AD,2019-DWOR-DWOR-NFClearwaterR-AdClip,Dwor-C,2019,Snake,SFCLWR,0.999981014,Large,9,OmyDWOR19S_0135,OmyDWOR19S_0035
OmyZON623S_0492,44819,790,2,,F,GSI,AD,Unassigned,SFCLWR,,Snake,SFCLWR,0.999994952,Large,9,NA,NA
OmyZON623S_0494,44819,880,2,,M,PBT,AD,2019-DWOR-DWOR-NFClearwaterR-AdClip,Dwor-C,2019,Snake,SFCLWR,0.998560471,Large,9,OmyDWOR19S_0520,OmyDWOR19S_0279
OmyZON623S_0495,44819,780,2,,F,PBT,AD,2019-DWOR-DWOR-RedHouse-AdClip,Dwor-C,2019,Snake,SFCLWR,0.999999993,Large,9,OmyDWOR19S_0709,OmyDWOR19S_0456
OmyZON623S_0496,44819,910,2,,M,PBT,AD,2019-DWOR-DWOR-NFClearwaterR-AdClip,Dwor-C,2019,Snake,SFCLWR,0.997254171,Large,9,OmyDWOR19S_0751,OmyDWOR19S_0489
OmyZON623S_0497,44819,650,2,,F,PBT,AD,2019-HNFH-SAWT-SawtoothFH-AdClip,Sawtooth,2019,Snake,UPSALM,0.987658951,Small,9,OmySAWT19S_0321,OmySAWT19S_0821
OmyZON623S_0498,44819,905,2,,M,PBT,AD,2019-DWOR-DWOR-NFClearwaterR-AdClip,Dwor-C,2019,Snake,SFCLWR,0.999227864,Large,9,OmyDWOR19S_0523,OmyDWOR19S_0284
OmyZON623S_0499,44819,560,2,,M,PBT,AD,2020-HNFH-SAWT-SawtoothFH-AdClip,Sawtooth,2020,Snake,UPSALM,0.999824619,Small,9,OmySAWT20S_0146,OmySAWT20S_0646
OmyZON623S_0002,44824,660,2,,F,PBT,AD,2019-NIAG-OXBO-SnakeR-HellsCanyon-AdClip,Oxbow,2019,Snake,UPSALM,0.997071197,Small,9,OmyOXBO19S_0183,OmyOXBO19S_0483
OmyZON623S_0003,44824,775,2,,F,GSI,AD,Unassigned,MGILCS,,MGILCS,MGILCS,0.988096457,Small,9,NA,NA
OmyZON623S_0004,44824,585,2,,M,PBT,AD,Winthrop2019,Winthrop,2019,Up-C,MGILCS,0.856112149,Small,9,OmyPBT19-WinthropNFH-0135,OmyPBT19-WinthropNFH-0056
OmyZON623S_0005,44824,785,2,,M,PBT,AD,2019-NIAG-OXBO-SnakeR-HellsCanyon-AdClip,Oxbow,2019,Snake,UPSALM,0.936240237,Large,9,OmyOXBO19S_0113,OmyOXBO19S_0413
OmyZON623S_0006,44824,745,2,,F,PBT,AD,2019-NIAG-PAHS-PahsimeroiR-AdClip,Pahsimeroi,2019,Snake,UPSALM,0.996775469,Small,9,OmyPAHH19S_0144,OmyPAHH19S_0744
OmyZON623S_0244,44824,895,2,,M,PBT,AD,2019-CLWH-SFCR-MeadowCr-AdClip,SF Clearwater,2019,Snake,SFCLWR,0.998050653,Large,9,OmyDWOR19S_1052,OmyDWOR19S_1244
OmyZON623S_0245,44824,745,2,,F,PBT,AD,2019-MVFH-USAL-YankeeForkR-AdClip,Upper Salmon,2019,Snake,SFCLWR,0.873503985,Small,9,OmyPAHH19S_1355,OmyPAHH19S_1597
OmyZON623S_0246,44824,830,2,,F,PBT,AD,2019-CLWH-SFCR-MeadowCr-AdClip,SF Clearwater,2019,Snake,SFCLWR,0.997706081,Large,9,OmyDWOR19S_1055,OmyDWOR19S_1244
OmyZON623S_0247,44824,780,2,,M,GSI,AD,Unassigned,MGILCS,,MGILCS,MGILCS,0.847257007,Large,9,NA,NA
OmyZON623S_0369,44824,900,2,,M,PBT,AD,2019-DWOR-DWOR-NFClearwaterR-AdClip,Dwor-C,2019,Snake,SFCLWR,0.999938586,Large,9,OmyDWOR19S_0861,OmyDWOR19S_0942
OmyZON623S_0370,44824,725,2,,F,PBT,AD,2019-IRRI-WALL-WallowaR,Wallowa-OR,2019,Snake,MGILCS,0.999007114,Small,9,OmyWALL19S_0587,OmyWALL19S_0595
OmyZON623S_0371,44824,830,2,,M,PBT,AD,2019-DWOR-DWOR-NFClearwaterR-AdClip,Dwor-C,2019,Snake,SFCLWR,0.999998315,Large,9,OmyDWOR19S_0400,OmyDWOR19S_0271
OmyZON623S_0372,44824,840,2,,F,PBT,AD,2019-DWOR-DWOR-NFClearwaterR-AdClip,Dwor-C,2019,Snake,SFCLWR,0.999998855,Large,9,OmyDWOR19S_0399,OmyDWOR19S_0270
OmyZON623S_0373,44824,850,2,,F,PBT,AD,2019-CLWH-SFCR-MeadowCr-AdClip,SF Clearwater,2019,Snake,SFCLWR,0.965519045,Large,9,OmyDWOR19S_1029,OmyDWOR19S_1238
OmyZON623S_0374,44824,805,2,,F,PBT,AD,2019-DWOR-DWOR-NFClearwaterR-AdClip,Dwor-C,2019,Snake,SFCLWR,0.999886495,Large,9,OmyDWOR19S_0587,OmyDWOR19S_0444
OmyZON623S_0375,44824,795,2,,F,GSI,AD,Unassigned,UPCLWR,,Snake,UPCLWR,0.999701739,Large,9,NA,NA
OmyZON623S_0376,44824,875,2,,M,GSI,AD,Unassigned,UPCLWR,,Snake,UPCLWR,0.993646716,Large,9,NA,NA
OmyZON623S_0377,44824,810,2,,F,GSI,AD,Unassigned,UPCLWR,,Snake,UPCLWR,0.99957626,Large,9,NA,NA
OmyZON623S_0378,44824,795,2,,F,PBT,AD,2019-CLWH-SFCR-MeadowCr-AdClip,SF Clearwater,2019,Snake,SFCLWR,0.999921887,Large,9,OmyDWOR19S_1028,OmyDWOR19S_1228
OmyZON623S_0379,44824,810,2,,F,PBT,AD,2019-DWOR-DWOR-RedHouse-AdClip,Dwor-C,2019,Snake,SFCLWR,0.99999041,Large,9,OmyDWOR19S_0734,OmyDWOR19S_0480
OmyZON623S_0380,44824,900,2,,M,PBT,AD,2019-DWOR-DWOR-NFClearwaterR-AdClip,Dwor-C,2019,Snake,SFCLWR,0.960181168,Large,9,OmyDWOR19S_0112,OmyDWOR19S_0012
OmyZON623S_0382,44824,875,2,,M,PBT,AD,2019-DWOR-DWOR-NFClearwaterR-AdClip,Dwor-C,2019,Snake,SFCLWR,0.999992844,Large,9,OmyDWOR19S_0179,OmyDWOR19S_0047
OmyZON623S_0383,44824,790,2,,F,PBT,AD,2019-DWOR-DWOR-NFClearwaterR-AdClip,Dwor-C,2019,Snake,SFCLWR,0.999993397,Large,9,OmyDWOR19S_0170,OmyDWOR19S_0027
OmyZON623S_0384,44824,890,2,,M,PBT,AD,2019-DWOR-DWOR-RedHouse-AdClip,Dwor-C,2019,Snake,SFCLWR,0.999996979,Large,9,OmyDWOR19S_0705,OmyDWOR19S_0455
OmyZON623S_0385,44824,835,2,,F,PBT,AD,2019-DWOR-DWOR-NFClearwaterR-AdClip,Dwor-C,2019,Snake,SFCLWR,0.999981823,Large,9,OmyDWOR19S_0562,OmyDWOR19S_0429
OmyCOLU23S_0176,44825,855,2,,M,PBT,AD,2019-DWOR-DWOR-NFClearwaterR-AdClip,Dwor-C,2019,Snake,SFCLWR,0.999864841,Large,9,OmyDWOR19S_0312,OmyDWOR19S_0082
OmyCOLU23S_0177,44825,700,2,,M,PBT,AD,2019-LYON-WALL-CottonWoodGR/LyonsFerry/Touchet-WA,Wallowa-WA,2019,Snake,MGILCS,0.942839485,Small,9,OmyWALL19S_0641,OmyWALL19S_0686
OmyCOLU23S_0178,44825,805,2,,F,PBT,AD,2019-DWOR-DWOR-NFClearwaterR-AdClip,Dwor-C,2019,Snake,SFCLWR,0.999443848,Large,9,OmyDWOR19S_0319,OmyDWOR19S_0090
OmyCOLU23S_0179,44825,860,2,,M,PBT,AD,2019-DWOR-DWOR-NFClearwaterR-AdClip,Dwor-C,2019,Snake,SFCLWR,0.999997522,Large,9,OmyDWOR19S_0317,OmyDWOR19S_0087
OmyCOLU23S_0181,44825,810,2,,F,PBT,AD,2019-DWOR-DWOR-RedHouse-AdClip,Dwor-C,2019,Snake,SFCLWR,0.976083011,Large,9,OmyDWOR19S_0711,OmyDWOR19S_0458
OmyCOLU23S_0182,44825,770,2,,M,PBT,AD,2019-NIAG-OXBO-SnakeR-HellsCanyon-AdClip,Oxbow,2019,Snake,UPSALM,0.785548592,Small,9,OmyOXBO19S_0218,OmyOXBO19S_0518
OmyCOLU23S_0685,44825,820,2,,M,PBT,AD,2019-DWOR-DWOR-NFClearwaterR-AdClip,Dwor-C,2019,Snake,SFCLWR,0.987249947,Large,9,OmyDWOR19S_0752,OmyDWOR19S_0485
OmyCOLU23S_0686,44825,845,2,,M,GSI,AD,Unassigned,SFCLWR,,Snake,SFCLWR,0.998867292,Large,9,NA,NA
OmyCOLU23S_0687,44825,790,2,,F,PBT,AD,2019-DWOR-DWOR-NFClearwaterR-AdClip,Dwor-C,2019,Snake,SFCLWR,0.99461749,Large,9,OmyDWOR19S_0318,OmyDWOR19S_0088
OmyCOLU23S_0691,44825,865,2,,F,PBT,AD,2019-DWOR-DWOR-NFClearwaterR-AdClip,Dwor-C,2019,Snake,SFCLWR,0.999975558,Large,9,OmyDWOR19S_0530,OmyDWOR19S_0293
OmyCOLU23S_0701,44825,880,2,,M,PBT,AD,2019-DWOR-DWOR-NFClearwaterR-AdClip,Dwor-C,2019,Snake,SFCLWR,0.999998262,Large,9,OmyDWOR19S_0159,OmyDWOR19S_0034
OmyCOLU23S_0920,44825,845,2,,F,PBT,AD,2019-DWOR-DWOR-RedHouse-AdClip,Dwor-C,2019,Snake,SFCLWR,0.999756568,Large,9,OmyDWOR19S_0713,OmyDWOR19S_0460
OmyCOLU23S_0921,44825,710,2,,F,PBT,AD,2019-DWOR-DWOR-NFClearwaterR-AdClip,Dwor-C,2019,Snake,SFCLWR,0.999999341,Small,9,OmyDWOR19S_0392,OmyDWOR19S_0262
OmyCOLU23S_0175,44831,850,2,,M,PBT,AD,2019-DWOR-DWOR-NFClearwaterR-AdClip,Dwor-C,2019,Snake,SFCLWR,0.999041816,Large,9,OmyDWOR19S_0196,OmyDWOR19S_0013
OmyCOLU23S_0923,44831,515,2,,M,PBT,AD,2020-LYON-WALL-CottonWoodGR/LyonsFerry/Touchet-WA,Wallowa-WA,2020,Snake,UPSALM,0.764529133,Small,9,OmyLYON20S_0053,OmyLYON20S_0082
OmyCOLU23S_0924,44831,870,2,,M,PBT,AD,2019-DWOR-DWOR-NFClearwaterR-AdClip,Dwor-C,2019,Snake,SFCLWR,0.999999884,Large,9,OmyDWOR19S_0198,OmyDWOR19S_0052
OmyCOLU23S_0925,44831,885,2,,M,PBT,AD,2019-DWOR-DWOR-NFClearwaterR-AdClip,Dwor-C,2019,Snake,SFCLWR,0.999967036,Large,9,OmyDWOR19S_0756,OmyDWOR19S_0486
OmyCOLU23S_0926,44831,720,2,,M,PBT,AD,2019-LYON-WALL-CottonWoodGR/LyonsFerry/Touchet-WA,Wallowa-WA,2019,Snake,MGILCS,0.998313997,Small,9,OmyWALL19S_0643,OmyWALL19S_0618
OmyCOLU23S_0928,44831,615,2,,M,PBT,AD,2019-LYON-WALL-CottonWoodGR/LyonsFerry/Touchet-WA,Wallowa-WA,2019,Snake,MGILCS,0.991525508,Small,9,OmyWALL19S_0537,OmyWALL19S_0510
OmyCOLU23S_0929,44831,850,2,,M,PBT,AD,2019-DWOR-DWOR-NFClearwaterR-AdClip,Dwor-C,2019,Snake,SFCLWR,0.933235221,Large,9,OmyDWOR19S_0158,OmyDWOR19S_0033
OmyCOLU23S_0930,44831,880,2,,M,PBT,AD,2019-DWOR-DWOR-NFClearwaterR-AdClip,Dwor-C,2019,Snake,SFCLWR,0.999967348,Large,9,OmyDWOR19S_0334,OmyDWOR19S_0205
OmyCOLU23S_0931,44831,875,2,,M,PBT,AD,2019-DWOR-DWOR-ClearCr-AdClip,Dwor-C,2019,Snake,SFCLWR,0.991387112,Large,9,OmyDWOR19S_0372,OmyDWOR19S_0236
OmyCOLU23S_0933,44831,880,2,,M,PBT,AD,2019-DWOR-DWOR-ClearCr-AdClip,Dwor-C,2019,Snake,SFCLWR,0.998482631,Large,9,OmyDWOR19S_0600,OmyDWOR19S_0435
OmyCOLU23S_0934,44831,800,2,,M,PBT,AD,Wells2019,Wells,2019,Up-C,SFCLWR,0.842283753,Large,9,OmyWellsPBT19-0172,OmyWellsPBT19-0234
OmyCOLU23S_0935,44831,855,2,,M,PBT,AD,2019-DWOR-DWOR-RedHouse-AdClip,Dwor-C,2019,Snake,SFCLWR,0.999999834,Large,9,OmyDWOR19S_0815,OmyDWOR19S_1360
OmyCOLU23S_0937,44831,800,2,,M,PBT,AD,2019-DWOR-DWOR-NFClearwaterR-AdClip,Dwor-C,2019,Snake,SFCLWR,0.999521571,Large,9,OmyDWOR19S_0118,OmyDWOR19S_0018
