DataKey,Date,Length,week,Comments,GeneticSex,AssignType,Adipose,GenPBT_Rgroup,Stock,BY,Basin,GenStock,GenStockProb,Big,Month,GenPa,GenMa
OmyZON623S_0175,44811,880,2,,M,PBT,AD,2019-CLWH-SFCR-RedHouse-AdClip,SF Clearwater,2019,Snake,SFCLWR,0.999999698,Large,9,OmyDWOR19S_0846,OmyDWOR19S_0935
OmyZON623S_0176,44811,710,2,,F,PBT,AD,Deschutes2019,Deschutes,2019,Mid-C,MGILCS,0.970735869,Small,9,OmyPBT19-RBHSu-0538,OmyPBT19-RBHSu-0438
OmyZON623S_0177,44811,870,2,,M,PBT,AD,2019-DWOR-DWOR-NFClearwaterR-AdClip,Dwor-C,2019,Snake,MGILCS,0.983466204,Large,9,OmyDWOR19S_0311,OmyDWOR19S_0078
OmyZON623S_0248,44811,680,2,,F,PBT,AD,2019-IRRI-WALL-WallowaR,Wallowa-OR,2019,Snake,MGILCS,0.870453145,Small,9,OmyWALL19S_0038,OmyWALL19S_0034
OmyZON623S_0249,44811,790,2,,F,PBT,AD,2019-DWOR-DWOR-NFClearwaterR-AdClip,Dwor-C,2019,Snake,SFCLWR,0.999922267,Large,9,OmyDWOR19S_0156,OmyDWOR19S_0027
OmyZON623S_0250,44811,865,2,,M,PBT,AD,2019-DWOR-DWOR-NFClearwaterR-AdClip,Dwor-C,2019,Snake,SFCLWR,0.996900481,Large,9,OmyDWOR19S_0112,OmyDWOR19S_0012
OmyZON623S_0253,44811,830,2,,F,PBT,AD,2019-CLWH-SFCR-MeadowCr-AdClip,SF Clearwater,2019,Snake,SFCLWR,0.99943498,Large,9,OmyDWOR19S_1071,OmyDWOR19S_1267
OmyZON623S_0258,44811,835,2,,F,PBT,AD,Wells2019,Wells,2019,Up-C,MGILCS,0.513899096,Large,9,OmyWellsPBT19-0172,OmyWellsPBT19-0234
OmyZON623S_0259,44811,835,2,,M,GSI,AD,Unassigned,SFCLWR,,Snake,SFCLWR,0.999871861,Large,9,NA,NA
OmyZON623S_0261,44811,830,2,,M,PBT,AD,2019-DWOR-DWOR-NFClearwaterR-AdClip,Dwor-C,2019,Snake,SFCLWR,0.999990076,Large,9,OmyDWOR19S_0400,OmyDWOR19S_0271
OmyZON623S_0262,44811,765,2,,F,PBT,AD,Wells2019,Wells,2019,Up-C,UPSALM,0.507376566,Small,9,OmyWellsPBT19-0153,OmyWellsPBT19-0214
OmyZON623S_0263,44811,740,2,,F,PBT,AD,2019-NIAG-OXBO-LittleSalmonR-AdClip,Oxbow,2019,Snake,UPSALM,0.918463623,Small,9,OmyOXBO19S_0011,OmyOXBO19S_0311
OmyZON623S_0264,44811,815,2,,M,PBT,AD,Wells2019,Wells,2019,Up-C,MGILCS,0.947307213,Large,9,OmyWellsPBT19-0178,OmyWellsPBT19-0240
OmyZON623S_0265,44811,640,2,,F,PBT,AD,2019-NIAG-PAHS-LittleSalmonR-AdClip,Pahsimeroi,2019,Snake,UPSALM,0.994751771,Small,9,OmyPAHH19S_0064,OmyPAHH19S_0664
OmyZON623S_0266,44811,640,2,,F,PBT,AD,2019-MVFH-PAHS-LittleSalmonR-AdClip,Pahsimeroi,2019,Snake,UPSALM,0.540799007,Small,9,OmyPAHH19S_0038,OmyPAHH19S_0638
OmyZON623S_0267,44811,840,2,,M,PBT,AD,2019-DWOR-DWOR-NFClearwaterR-AdClip,Dwor-C,2019,Snake,SFCLWR,0.992413513,Large,9,OmyDWOR19S_0110,OmyDWOR19S_0010
OmyZON623S_0269,44811,670,2,,F,GSI,AD,Unassigned,SKAMAN,,SKAMAN,SKAMAN,0.989815179,Small,9,NA,NA
OmyZON623S_0260,44811,695,2,This sample is a duplicate with OmyCOLU23S_0835. Retain this sample,F,PBT,AD,2019-HNFH-SAWT-SawtoothFH-AdClip,Sawtooth,2019,Snake,UPSALM,0.678177263,Small,9,OmySAWT19S_0093,OmySAWT19S_0593
OmyZON623S_0109,44812,710,2,,M,GSI,AD,Unassigned,UPSALM,,Snake,UPSALM,0.99162622,Small,9,NA,NA
OmyZON623S_0111,44812,775,2,,F,PBT,AD,2019-DWOR-DWOR-NFClearwaterR-AdClip,Dwor-C,2019,Snake,SFCLWR,0.999697787,Small,9,OmyDWOR19S_0528,OmyDWOR19S_0289
OmyZON623S_0113,44812,655,2,,F,PBT,AD,2019-LYON-WALL-CottonWoodGR/LyonsFerry/Touchet-WA,Wallowa-WA,2019,Snake,MGILCS,0.828809946,Small,9,OmyWALL19S_0547,OmyWALL19S_0542
OmyZON623S_0114,44812,790,2,,M,GSI,AD,Unassigned,MGILCS,,MGILCS,MGILCS,0.886308711,Large,9,NA,NA
OmyZON623S_0115,44812,680,2,,M,PBT,AD,2019-HNFH-SAWT-SawtoothFH-AdClip,Sawtooth,2019,Snake,UPSALM,0.946812922,Small,9,OmySAWT19S_0355,OmySAWT19S_0855
OmyZON623S_0123,44812,870,2,,M,PBT,AD,2019-DWOR-DWOR-NFClearwaterR-AdClip,Dwor-C,2019,Snake,SFCLWR,0.999982913,Large,9,OmyDWOR19S_0507,OmyDWOR19S_0270
OmyZON623S_0124,44812,810,2,,F,PBT,AD,2019-CLWH-SFCR-MeadowCr-AdClip,SF Clearwater,2019,Snake,SFCLWR,0.999992448,Large,9,OmyDWOR19S_1039,OmyDWOR19S_1240
OmyZON623S_0125,44812,750,2,,F,PBT,AD,2019-DWOR-DWOR-RedHouse-AdClip,Dwor-C,2019,Snake,SFCLWR,0.999982482,Small,9,OmyDWOR19S_0793,OmyDWOR19S_0496
OmyZON623S_0227,44812,735,2,,F,PBT,AD,2019-IRRI-IMNA-Imnaha,Imnaha,2019,Snake,MGILCS,0.93361696,Small,9,OmyLSCR19S_0079,OmyLSCR19S_0101
OmyZON623S_0230,44812,640,2,,F,PBT,AD,2019-IRRI-WALL-WallowaR,Wallowa-OR,2019,Snake,MGILCS,0.998158448,Small,9,OmyWALL19S_0446,OmyWALL19S_0453
OmyZON623S_0231,44812,670,2,,F,PBT,AD,2019-NIAG-OXBO-SnakeR-HellsCanyon-AdClip,Oxbow,2019,Snake,UPSALM,0.944871764,Small,9,OmyOXBO19S_0133,OmyOXBO19S_0433
OmyZON623S_0232,44812,830,2,,F,PBT,AD,2019-DWOR-DWOR-NFClearwaterR-AdClip,Dwor-C,2019,Snake,SFCLWR,0.98902733,Large,9,OmyDWOR19S_0341,OmyDWOR19S_0212
OmyZON623S_0234,44812,690,2,,F,PBT,AD,2019-IRRI-WALL-WallowaR,Wallowa-OR,2019,Snake,MGILCS,0.993858823,Small,9,OmyWALL19S_0268,OmyWALL19S_0262
OmyZON623S_0235,44812,715,2,,M,PBT,AD,2019-NIAG-OXBO-SnakeR-HellsCanyon-AdClip,Oxbow,2019,Snake,UPSALM,0.676948191,Small,9,OmyOXBO19S_0120,OmyOXBO19S_0420
OmyZON623S_0236,44812,560,2,,M,PBT,AD,2020-IRRI-WALL-WallowaR,Wallowa-OR,2020,Snake,MGILCS,0.94632024,Small,9,OmyWALL20S_0220,OmyWALL20S_0214
OmyZON623S_0238,44812,670,2,,F,PBT,AD,2019-MVFH-SAWT-SawtoothFH-AdClip,Sawtooth,2019,Snake,UPSALM,0.984085097,Small,9,OmySAWT19S_0044,OmySAWT19S_0544
OmyZON623S_0239,44812,720,2,,F,GSI,AD,Unassigned,MGILCS,,MGILCS,MGILCS,0.999760748,Small,9,NA,NA
OmyZON623S_0240,44812,630,2,,M,GSI,AD,Unassigned,UPSALM,,Snake,UPSALM,0.688601668,Small,9,NA,NA
OmyZON623S_0241,44812,640,2,,F,PBT,AD,2019-NIAG-PAHS-PahsimeroiR-AdClip,Pahsimeroi,2019,Snake,MGILCS,0.5022362,Small,9,OmyPAHH19S_0280,OmyPAHH19S_0880
OmyZON623S_0243,44812,670,2,,M,PBT,AD,2019-IRRI-WALL-WallowaR,Wallowa-OR,2019,Snake,MGILCS,0.999283379,Small,9,OmyWALL19S_0276,OmyWALL19S_0288
OmyZON623S_0270,44812,690,2,,F,PBT,AD,2019-NIAG-PAHS-LittleSalmonR-AdClip,Pahsimeroi,2019,Snake,UPSALM,0.921558862,Small,9,OmyPAHH19S_0063,OmyPAHH19S_0663
OmyZON623S_0288,44812,660,2,,F,PBT,AD,2019-NIAG-PAHS-PahsimeroiR-AdClip,Pahsimeroi,2019,Snake,UPSALM,0.963686071,Small,9,OmyPAHH19S_0315,OmyPAHH19S_0915
OmyZON623S_0289,44812,860,2,,M,PBT,AD,2019-DWOR-DWOR-NFClearwaterR-AdClip,Dwor-C,2019,Snake,SFCLWR,0.999979954,Large,9,OmyDWOR19S_0342,OmyDWOR19S_0213
OmyZON623S_0290,44812,760,2,,M,PBT,AD,2019-NIAG-OXBO-SnakeR-HellsCanyon-AdClip,Oxbow,2019,Snake,MGILCS,0.833425905,Small,9,OmyOXBO19S_0131,OmyOXBO19S_0431
OmyZON623S_0291,44812,565,2,,M,PBT,AD,2019-LYON-WALL-CottonWoodGR/LyonsFerry/Touchet-WA,Wallowa-WA,2019,Snake,MGILCS,0.979676459,Small,9,OmyWALL19S_0537,OmyWALL19S_0510
OmyZON623S_0292,44812,605,2,,F,GSI,AD,Unassigned,MGILCS,,MGILCS,MGILCS,0.999483107,Small,9,NA,NA
OmyZON623S_0294,44812,755,2,,M,PBT,AD,2019-NIAG-OXBO-SnakeR-HellsCanyon-AdClip,Oxbow,2019,Snake,UPSALM,0.528609277,Small,9,OmyOXBO19S_0105,OmyOXBO19S_0405
OmyZON623S_0295,44812,655,2,,F,PBT,AD,2019-IRRI-WALL-WallowaR,Wallowa-OR,2019,Snake,MGILCS,0.945991607,Small,9,OmyWALL19S_0356,OmyWALL19S_0391
OmyZON623S_0296,44812,760,2,,F,PBT,AD,2019-MVFH-PAHS-LittleSalmonR-AdClip,Pahsimeroi,2019,Snake,UPSALM,0.94770748,Small,9,OmyPAHH19S_0012,OmyPAHH19S_0612
OmyZON623S_0297,44812,660,2,,F,PBT,AD,2019-MVFH-PAHS-LittleSalmonR-AdClip,Pahsimeroi,2019,Snake,UPSALM,0.747323301,Small,9,OmyPAHH19S_0148,OmyPAHH19S_0748
OmyZON623S_0298,44812,670,2,,F,PBT,AD,2019-IRRI-WALL-WallowaR,Wallowa-OR,2019,Snake,MGILCS,0.992414568,Small,9,OmyWALL19S_0088,OmyWALL19S_0112
OmyZON623S_0299,44812,685,2,,F,GSI,AD,Unassigned,UPSALM,,Snake,UPSALM,0.863802418,Small,9,NA,NA
OmyZON623S_0302,44812,740,2,,M,PBT,AD,2019-NIAG-OXBO-LittleSalmonR-AdClip,Oxbow,2019,Snake,UPSALM,0.988047135,Small,9,OmyOXBO19S_0017,OmyOXBO19S_0317
OmyZON623S_0303,44812,550,2,,M,PBT,AD,2020-HNFH-SAWT-SawtoothFH-AdClip,Sawtooth,2020,Snake,UPSALM,0.926896574,Small,9,OmySAWT20S_0288,OmySAWT20S_0788
OmyZON623S_0304,44812,745,2,,M,PBT,AD,2019-LYON-WALL-CottonWoodGR/LyonsFerry/Touchet-WA,Wallowa-WA,2019,Snake,MGILCS,0.979281208,Small,9,OmyWALL19S_0518,OmyWALL19S_0531
OmyZON623S_0305,44812,665,2,,M,PBT,AD,2019-IRRI-WALL-WallowaR,Wallowa-OR,2019,Snake,UPSALM,0.885191535,Small,9,OmyWALL19S_0133,OmyWALL19S_0104
OmyZON623S_0307,44812,825,2,,F,PBT,AD,2019-CLWH-SFCR-MeadowCr-AdClip,SF Clearwater,2019,Snake,SFCLWR,0.999676585,Large,9,OmyDWOR19S_1074,OmyDWOR19S_1234
OmyZON623S_0308,44812,820,2,,M,GSI,AD,Unassigned,MGILCS,,MGILCS,MGILCS,0.741972923,Large,9,NA,NA
OmyZON623S_0416,44812,770,2,,M,PBT,AD,2019-NIAG-PAHS-LittleSalmonR-AdClip,Pahsimeroi,2019,Snake,MGILCS,0.974699618,Small,9,OmyPAHH19S_0062,OmyPAHH19S_0662
OmyZON623S_0417,44812,720,2,,F,PBT,AD,2019-NIAG-PAHS-LittleSalmonR-AdClip,Pahsimeroi,2019,Snake,UPSALM,0.985799251,Small,9,OmyPAHH19S_0439,OmyPAHH19S_1039
OmyZON623S_0423,44812,845,2,,M,PBT,AD,2019-CLWH-SFCR-MeadowCr-AdClip,SF Clearwater,2019,Snake,SFCLWR,0.999474866,Large,9,OmyDWOR19S_1080,OmyDWOR19S_1240
OmyZON623S_0425,44812,630,2,,M,PBT,AD,2019-HNFH-SAWT-SawtoothFH-AdClip,Sawtooth,2019,Snake,UPSALM,0.997168726,Small,9,OmySAWT19S_0182,OmySAWT19S_0682
OmyZON623S_0426,44812,860,2,,M,PBT,AD,2019-DWOR-DWOR-ClearCr-AdClip,Dwor-C,2019,Snake,SFCLWR,0.999520137,Large,9,OmyDWOR19S_0374,OmyDWOR19S_0238
OmyZON623S_0427,44812,775,2,,F,PBT,AD,2019-DWOR-DWOR-NFClearwaterR-AdClip,Dwor-C,2019,Snake,SFCLWR,0.999990861,Small,9,OmyDWOR19S_0397,OmyDWOR19S_0268
OmyZON623S_0429,44812,745,2,,M,PBT,AD,2019-NIAG-OXBO-LittleSalmonR-AdClip,Oxbow,2019,Snake,MGILCS,0.93334661,Small,9,OmyOXBO19S_0035,OmyOXBO19S_0335
OmyZON623S_0434,44812,840,2,,M,PBT,AD,2019-DWOR-DWOR-NFClearwaterR-AdClip,Dwor-C,2019,Snake,SFCLWR,0.99998103,Large,9,OmyDWOR19S_0146,OmyDWOR19S_0004
OmyZON623S_0435,44812,555,2,,M,PBT,AD,2020-NIAG-OXBO-SnakeR-HellsCanyon-AdClip,Oxbow,2020,Snake,UPSALM,0.892421393,Small,9,OmyOXBO20S_0113,OmyOXBO20S_0413
OmyZON623S_0436,44812,555,2,,F,PBT,AD,2020-NIAG-OXBO-SnakeR-HellsCanyon-AdClip,Oxbow,2020,Snake,UPSALM,0.997321047,Small,9,OmyOXBO20S_0142,OmyOXBO20S_0442
OmyZON623S_0437,44812,790,2,,F,PBT,AD,2019-DWOR-DWOR-NFClearwaterR-AdClip,Dwor-C,2019,Snake,SFCLWR,0.625450186,Large,9,OmyDWOR19S_0113,OmyDWOR19S_0013
OmyZON623S_0438,44812,770,2,,M,GSI,AD,Unassigned,SFCLWR,,Snake,SFCLWR,0.999978843,Small,9,NA,NA
OmyZON623S_0439,44812,840,2,,M,PBT,AD,2019-DWOR-DWOR-ClearCr-AdClip,Dwor-C,2019,Snake,SFCLWR,0.960418227,Large,9,OmyDWOR19S_0365,OmyDWOR19S_0098
OmyZON623S_0440,44812,795,2,,M,PBT,AD,2019-CLWH-SFCR-RedHouse-AdClip,SF Clearwater,2019,Snake,SFCLWR,0.999880613,Large,9,OmyDWOR19S_1407,OmyDWOR19S_1353
OmyZON623S_0441,44812,715,2,,M,PBT,AD,2019-NIAG-PAHS-PahsimeroiR-AdClip,Pahsimeroi,2019,Snake,UPSALM,0.629400738,Small,9,OmyPAHH19S_0271,OmyPAHH19S_0871
OmyZON623S_0442,44812,620,2,,M,PBT,AD,2019-LYON-WALL-CottonWoodGR/LyonsFerry/Touchet-WA,Wallowa-WA,2019,Snake,MGILCS,0.816989458,Small,9,OmyWALL19S_0656,OmyWALL19S_0685
OmyZON623S_0443,44812,920,2,,M,PBT,AD,2019-DWOR-DWOR-NFClearwaterR-AdClip,Dwor-C,2019,Snake,SFCLWR,0.999998824,Large,9,OmyDWOR19S_0529,OmyDWOR19S_0291
OmyZON623S_0444,44812,695,2,,M,PBT,AD,2019-MVFH-PAHS-LittleSalmonR-AdClip,Pahsimeroi,2019,Snake,UPSALM,0.536416246,Small,9,OmyPAHH19S_0049,OmyPAHH19S_0649
OmyZON623S_0445,44812,705,2,,M,PBT,AD,2019-IRRI-WALL-WallowaR,Wallowa-OR,2019,Snake,MGILCS,0.998767836,Small,9,OmyWALL19S_0135,OmyWALL19S_0125
OmyZON623S_0446,44812,825,2,,F,PBT,AD,2019-DWOR-DWOR-RedHouse-AdClip,Dwor-C,2019,Snake,UPCLWR,0.790511534,Large,9,OmyDWOR19S_0765,OmyDWOR19S_1348
OmyZON623S_0447,44812,745,2,,F,PBT,AD,2019-NIAG-PAHS-PahsimeroiR-AdClip,Pahsimeroi,2019,Snake,UPSALM,0.914861445,Small,9,OmyPAHH19S_0287,OmyPAHH19S_0887
OmyZON623S_0448,44812,865,2,,M,PBT,AD,2019-DWOR-DWOR-RedHouse-AdClip,Dwor-C,2019,Snake,SFCLWR,0.999999941,Large,9,OmyDWOR19S_0775,OmyDWOR19S_1357
OmyZON623S_0242,44812,715,2,This individual failed to genotype,,Fail,AD,,,,,,,Small,9,NG,NG
OmyZON623S_0334,44817,750,2,,M,PBT,AD,2019-DWOR-DWOR-ClearCr-AdClip,Dwor-C,2019,Snake,SFCLWR,0.999648617,Small,9,OmyDWOR19S_0356,OmyDWOR19S_0226
OmyZON623S_0335,44817,865,2,,M,PBT,AD,2019-CLWH-SFCR-MeadowCr-AdClip,SF Clearwater,2019,Snake,SFCLWR,0.999227342,Large,9,OmyDWOR19S_1051,OmyDWOR19S_1243
OmyZON623S_0336,44817,785,2,,F,PBT,AD,2019-DWOR-DWOR-NFClearwaterR-AdClip,Dwor-C,2019,Snake,SFCLWR,0.999998564,Large,9,OmyDWOR19S_0748,OmyDWOR19S_0486
OmyZON623S_0386,44817,705,2,,F,PBT,AD,2019-NIAG-OXBO-SnakeR-HellsCanyon-AdClip,Oxbow,2019,Snake,UPSALM,0.542532378,Small,9,OmyOXBO19S_0129,OmyOXBO19S_0429
OmyZON623S_0387,44817,830,2,,F,PBT,AD,2019-DWOR-DWOR-NFClearwaterR-AdClip,Dwor-C,2019,Snake,SFCLWR,0.974064736,Large,9,OmyDWOR19S_0171,OmyDWOR19S_0028
OmyZON623S_0388,44817,860,2,,F,PBT,AD,2019-DWOR-DWOR-NFClearwaterR-AdClip,Dwor-C,2019,Snake,SFCLWR,0.999738302,Large,9,OmyDWOR19S_0502,OmyDWOR19S_0274
OmyZON623S_0390,44817,905,2,,M,PBT,AD,2019-DWOR-DWOR-NFClearwaterR-AdClip,Dwor-C,2019,Snake,SFCLWR,0.963492638,Large,9,OmyDWOR19S_0851,OmyDWOR19S_0937
OmyZON623S_0391,44817,865,2,,F,PBT,AD,2019-DWOR-DWOR-RedHouse-AdClip,Dwor-C,2019,Snake,SFCLWR,0.999918246,Large,9,OmyDWOR19S_0799,OmyDWOR19S_1361
OmyZON623S_0392,44817,802,2,,M,PBT,AD,2019-DWOR-DWOR-ClearCr-AdClip,Dwor-C,2019,Snake,SFCLWR,0.996242858,Large,9,OmyDWOR19S_0372,OmyDWOR19S_0236
OmyZON623S_0393,44817,865,2,,F,PBT,AD,2019-DWOR-DWOR-RedHouse-AdClip,Dwor-C,2019,Snake,SFCLWR,0.808909695,Large,9,OmyDWOR19S_0719,OmyDWOR19S_0466
OmyZON623S_0394,44817,835,2,,M,PBT,AD,2019-IRRI-WALL-WallowaR,Wallowa-OR,2019,Snake,MGILCS,0.995465226,Large,9,OmyWALL19S_0219,OmyWALL19S_0207
OmyZON623S_0395,44817,838,2,,F,PBT,AD,2019-DWOR-DWOR-ClearCr-AdClip,Dwor-C,2019,Snake,SFCLWR,0.999985425,Large,9,OmyDWOR19S_0366,OmyDWOR19S_0093
OmyZON623S_0396,44817,860,2,,M,PBT,AD,2019-DWOR-DWOR-NFClearwaterR-AdClip,Dwor-C,2019,Snake,SFCLWR,0.999999431,Large,9,OmyDWOR19S_0547,OmyDWOR19S_0416
OmyZON623S_0397,44817,860,2,,M,PBT,AD,2019-DWOR-DWOR-RedHouse-AdClip,Dwor-C,2019,Snake,SFCLWR,0.999842782,Large,9,OmyDWOR19S_0716,OmyDWOR19S_0463
OmyZON623S_0398,44817,615,2,,M,PBT,AD,2019-LYON-WALL-CottonWoodGR/LyonsFerry/Touchet-WA,Wallowa-WA,2019,Snake,MGILCS,0.705900112,Small,9,OmyWALL19S_0558,OmyWALL19S_0526
OmyZON623S_0399,44817,735,2,,M,GSI,AD,Unassigned,UPSALM,,Snake,UPSALM,0.935074743,Small,9,NA,NA
OmyZON623S_0400,44817,670,2,,F,PBT,AD,2019-NIAG-OXBO-SnakeR-HellsCanyon-AdClip,Oxbow,2019,Snake,UPSALM,0.56329457,Small,9,OmyOXBO19S_0175,OmyOXBO19S_0475
OmyZON623S_0401,44817,835,2,,F,PBT,AD,2019-DWOR-DWOR-NFClearwaterR-AdClip,Dwor-C,2019,Snake,SFCLWR,0.999719918,Large,9,OmyDWOR19S_0163,OmyDWOR19S_0001
OmyZON623S_0402,44817,885,2,,M,PBT,AD,2019-CLWH-SFCR-RedHouse-AdClip,SF Clearwater,2019,Snake,SFCLWR,0.995628695,Large,9,OmyDWOR19S_1410,OmyDWOR19S_1355
OmyZON623S_0404,44817,545,2,,M,PBT,AD,2020-LYON-WALL-CottonWoodGR/LyonsFerry/Touchet-WA,Wallowa-WA,2020,Snake,MGILCS,0.979982318,Small,9,OmyLYON20S_0007,OmyLYON20S_0001
OmyZON623S_0405,44817,855,2,,F,PBT,AD,2019-MVFH-USAL-LittleSalmonR-AdClip,Upper Salmon,2019,Snake,SFCLWR,0.996922772,Large,9,OmyPAHH19S_1364,OmyPAHH19S_1599
OmyZON623S_0406,44817,870,2,,M,PBT,AD,2019-CLWH-SFCR-MeadowCr-AdClip,SF Clearwater,2019,Snake,SFCLWR,0.999279622,Large,9,OmyDWOR19S_1051,OmyDWOR19S_1243
OmyZON623S_0407,44817,865,2,,M,PBT,AD,2019-DWOR-DWOR-RedHouse-AdClip,Dwor-C,2019,Snake,SFCLWR,0.999998891,Large,9,OmyDWOR19S_0739,OmyDWOR19S_0479
OmyZON623S_0408,44817,640,2,,F,PBT,AD,2020-NIAG-OXBO-SnakeR-HellsCanyon-AdClip,Oxbow,2020,Snake,UPSALM,0.651645802,Small,9,OmyOXBO20S_0088,OmyOXBO20S_0388
OmyZON623S_0409,44817,840,2,,M,PBT,AD,2019-DWOR-DWOR-NFClearwaterR-AdClip,Dwor-C,2019,Snake,SFCLWR,0.999995145,Large,9,OmyDWOR19S_0120,OmyDWOR19S_0020
OmyZON623S_0410,44817,805,2,,M,GSI,AD,Unassigned,SFCLWR,,Snake,SFCLWR,0.999954752,Large,9,NA,NA
OmyZON623S_0411,44817,835,2,,M,PBT,AD,2019-DWOR-DWOR-ClearCr-AdClip,Dwor-C,2019,Snake,SFCLWR,0.996585448,Large,9,OmyDWOR19S_0574,OmyDWOR19S_0420
OmyZON623S_0413,44817,895,2,,M,GSI,AD,Unassigned,SFCLWR,,Snake,SFCLWR,0.999345426,Large,9,NA,NA
OmyZON623S_0414,44817,705,2,,F,PBT,AD,2019-IRRI-WALL-WallowaR,Wallowa-OR,2019,Snake,MGILCS,0.977509227,Small,9,OmyWALL19S_0602,OmyWALL19S_0608
OmyZON623S_0500,44817,870,2,,M,PBT,AD,2019-DWOR-DWOR-RedHouse-AdClip,Dwor-C,2019,Snake,SFCLWR,0.999064148,Large,9,OmyDWOR19S_0734,OmyDWOR19S_0480
OmyCOLU23S_0752,44818,790,2,,F,PBT,AD,2019-DWOR-DWOR-NFClearwaterR-AdClip,Dwor-C,2019,Snake,SFCLWR,0.999994014,Large,9,OmyDWOR19S_0536,OmyDWOR19S_0401
OmyCOLU23S_0753,44818,840,2,,F,PBT,AD,2019-DWOR-DWOR-NFClearwaterR-AdClip,Dwor-C,2019,Snake,SFCLWR,0.999678975,Large,9,OmyDWOR19S_0147,OmyDWOR19S_0005
OmyCOLU23S_0755,44818,865,2,,M,GSI,AD,Unassigned,SFCLWR,,Snake,SFCLWR,0.999984874,Large,9,NA,NA
OmyCOLU23S_0756,44818,785,2,,M,PBT,AD,2019-DWOR-DWOR-NFClearwaterR-AdClip,Dwor-C,2019,Snake,SFCLWR,0.999985363,Large,9,OmyDWOR19S_0301,OmyDWOR19S_0057
OmyCOLU23S_0757,44818,785,2,,M,PBT,AD,2019-MVFH-PAHS-LittleSalmonR-AdClip,Pahsimeroi,2019,Snake,MGILCS,0.51223181,Large,9,OmyPAHH19S_0003,OmyPAHH19S_0603
OmyCOLU23S_0758,44818,825,2,,F,PBT,AD,2019-DWOR-DWOR-RedHouse-AdClip,Dwor-C,2019,Snake,MGILCS,0.594805573,Large,9,OmyDWOR19S_0798,OmyDWOR19S_0496
OmyCOLU23S_0760,44818,860,2,,M,PBT,AD,2019-DWOR-DWOR-RedHouse-AdClip,Dwor-C,2019,Snake,SFCLWR,0.999533708,Large,9,OmyDWOR19S_0722,OmyDWOR19S_0469
OmyCOLU23S_0761,44818,890,2,,F,PBT,AD,2019-CLWH-SFCR-MeadowCr-AdClip,SF Clearwater,2019,Snake,SFCLWR,0.999990425,Large,9,OmyDWOR19S_1074,OmyDWOR19S_1234
OmyCOLU23S_0762,44818,860,2,,F,PBT,AD,2019-DWOR-DWOR-ClearCr-AdClip,Dwor-C,2019,Snake,SFCLWR,0.997880095,Large,9,OmyDWOR19S_0359,OmyDWOR19S_0228
OmyCOLU23S_0954,44818,855,2,,M,PBT,AD,2019-CLWH-SFCR-MeadowCr-AdClip,SF Clearwater,2019,Snake,SFCLWR,0.999951146,Large,9,OmyDWOR19S_1054,OmyDWOR19S_1244
OmyCOLU23S_0955,44818,865,2,,F,PBT,AD,2019-DWOR-DWOR-RedHouse-AdClip,Dwor-C,2019,Snake,SFCLWR,0.999999995,Large,9,OmyDWOR19S_0715,OmyDWOR19S_0462
OmyCOLU23S_0957,44818,910,2,,M,PBT,AD,2019-DWOR-DWOR-RedHouse-AdClip,Dwor-C,2019,Snake,SFCLWR,0.999999988,Large,9,OmyDWOR19S_0707,OmyDWOR19S_0455
OmyCOLU23S_0958,44818,825,2,,F,PBT,AD,2019-CLWH-SFCR-RedHouse-AdClip,SF Clearwater,2019,Snake,SFCLWR,0.98818483,Large,9,OmyDWOR19S_1145,OmyDWOR19S_1327
OmyZON623S_0156,44818,660,2,,M,PBT,AD,Skamania2019,Skamania,2019,SKAMAN,SKAMAN,0.999883437,Small,9,OmyPBT19SkSU-2042,OmyPBT19SkSU-2044
OmyZON623S_0157,44818,810,2,,F,PBT,AD,2019-DWOR-DWOR-NFClearwaterR-AdClip,Dwor-C,2019,Snake,SFCLWR,0.999999119,Large,9,OmyDWOR19S_0115,OmyDWOR19S_0015
OmyZON623S_0158,44818,860,2,,M,PBT,AD,2019-DWOR-DWOR-RedHouse-AdClip,Dwor-C,2019,Snake,SFCLWR,0.999785342,Large,9,OmyDWOR19S_0719,OmyDWOR19S_0466
OmyZON623S_0159,44818,875,2,,M,PBT,AD,2019-DWOR-DWOR-NFClearwaterR-AdClip,Dwor-C,2019,Snake,SFCLWR,0.99966836,Large,9,OmyDWOR19S_0123,OmyDWOR19S_0023
OmyZON623S_0160,44818,835,2,,F,PBT,AD,2019-DWOR-DWOR-NFClearwaterR-AdClip,Dwor-C,2019,Snake,SFCLWR,0.999777364,Large,9,OmyDWOR19S_0530,OmyDWOR19S_0293
OmyZON623S_0161,44818,830,2,,M,GSI,AD,Unassigned,SFCLWR,,Snake,SFCLWR,0.997302739,Large,9,NA,NA
OmyZON623S_0332,44818,675,2,,F,PBT,AD,Wells2019,Wells,2019,Up-C,MGILCS,0.685630124,Small,9,OmyWellsPBT19-0165,OmyWellsPBT19-0228
OmyZON623S_0338,44818,710,2,,M,PBT,AD,2019-IRRI-WALL-WallowaR,Wallowa-OR,2019,Snake,MGILCS,0.851140613,Small,9,OmyWALL19S_0600,OmyWALL19S_0611
OmyZON623S_0339,44818,610,2,,F,PBT,AD,2019-NIAG-OXBO-SnakeR-HellsCanyon-AdClip,Oxbow,2019,Snake,UPSALM,0.938117438,Small,9,OmyOXBO19S_0214,OmyOXBO19S_0514
